Group.1,R_W5_T1_150,R_W5_T1_151,R_W5_T1_152,R_W5_T1_154,R_W5_T1_160,R_W5_T1_176,R_W5_T1_178,R_W5_T1_179,R_W5_T1_181,R_W5_T1_182,R_W5_T1_185,R_W5_T1_187,R_W5_T1_206,R_W5_T1_208,R_W5_T1_209,R_W5_T1_210,R_W5_T2_142,R_W5_T2_143,R_W5_T2_145,R_W5_T2_146,R_W5_T2_147,R_W5_T2_164,R_W5_T2_169,R_W5_T2_170,R_W5_T2_171,R_W5_T2_173,R_W5_T2_175,R_W5_T2_190,R_W5_T2_191,R_W5_T2_192,R_W5_T2_193,R_W5_T2_196,R_W5_T2_197,R_W5_T2_198,R_W5_T2_200,R_W5_T2_203,R_W5_T3_100,R_W5_T3_101,R_W5_T3_103,R_W5_T3_104,R_W5_T3_121,R_W5_T3_122,R_W5_T3_124,R_W5_T3_125,R_W5_T3_128,R_W5_T3_129,R_W5_T3_130,R_W5_T3_132,R_W5_T3_133,R_W5_T3_72,R_W5_T3_74,R_W5_T3_76,R_W5_T3_77,R_W5_T3_92,R_W5_T3_94,R_W5_T3_98,R_W5_T4_107,R_W5_T4_109,R_W5_T4_110,R_W5_T4_113,R_W5_T4_114,R_W5_T4_115,R_W5_T4_116,R_W5_T4_118,R_W5_T4_134,R_W5_T4_136,R_W5_T4_137,R_W5_T4_139,R_W5_T4_140,R_W5_T4_78,R_W5_T4_79,R_W5_T4_81,R_W5_T4_84,R_W5_T4_85,R_W5_T4_87,R_W5_T4_90,R_W5_T4_91,R_W5_T5_10,R_W5_T5_11,R_W5_T5_12,R_W5_T5_13,R_W5_T5_14,R_W5_T5_15,R_W5_T5_18,R_W5_T5_19,R_W5_T5_20,R_W5_T5_21,R_W5_T5_37,R_W5_T5_39,R_W5_T5_41,R_W5_T5_43,R_W5_T5_45,R_W5_T5_46,R_W5_T5_48,R_W5_T5_49,R_W5_T5_65,R_W5_T5_68,R_W5_T5_69,R_W5_T6_1,R_W5_T6_22,R_W5_T6_23,R_W5_T6_24,R_W5_T6_25,R_W5_T6_27,R_W5_T6_29,R_W5_T6_32,R_W5_T6_33,R_W5_T6_35,R_W5_T6_4,R_W5_T6_5,R_W5_T6_50,R_W5_T6_51,R_W5_T6_54,R_W5_T6_55,R_W5_T6_56,R_W5_T6_57,R_W5_T6_6,R_W5_T6_61,R_W5_T6_62
Cephalotrichiella,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cephalotrichum,2,3,1,4,6,1,1,3,9,1,1,3,3,4,1,0,1,1,2,0,0,3,0,0,0,1,1,3,1,3,0,0,0,0,0,0,1,0,4,2,1,1,2,0,5,1,1,2,1,0,1,0,1,1,0,0,0,8,4,2,0,3,4,0,0,1,2,0,0,0,0,0,0,0,0,2,3,1,1,2,3,6,3,2,4,3,3,0,13,2,5,4,10,3,5,4,2,1,2,0,4,0,2,2,0,0,0,3,0,4,3,2,5,1,2,0,1,0,0
Ceriporia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaetomium,4,3,3,1,3,6,10,13,3,8,2,2,3,7,1,6,2,4,5,2,7,4,6,7,0,8,7,6,3,0,1,0,0,1,0,2,8,2,0,2,1,1,1,3,11,5,4,0,2,0,0,1,0,0,1,6,3,0,3,2,2,0,7,2,4,0,7,5,5,3,1,0,7,6,3,3,1,5,1,7,1,1,0,3,5,2,2,4,2,1,1,0,2,2,1,4,10,1,1,1,1,2,27,5,7,2,1,0,2,0,0,0,1,0,1,1,1,1,2
Cheilymenia,21,6,9,3,0,10,5,0,3,10,26,30,43,64,10,35,4,3,0,7,17,1,0,5,4,21,10,9,12,40,24,5,5,10,26,11,0,2,3,3,0,3,8,1,8,4,12,23,5,3,1,1,3,0,2,6,0,10,10,0,1,4,0,4,3,6,5,4,0,0,2,0,0,1,5,1,0,5,4,1,9,3,0,3,14,3,1,1,26,6,9,8,5,5,2,0,11,8,6,0,3,0,4,1,7,0,10,6,0,0,1,0,0,5,0,0,0,0,1
Chlamydocillium,15,25,15,11,5,1,4,5,3,4,4,13,2,7,6,3,0,4,12,12,7,7,1,0,0,11,2,7,1,3,0,0,0,0,4,0,1,2,9,9,7,1,1,14,6,1,9,7,7,0,0,0,0,0,0,6,9,15,8,3,4,18,11,9,19,15,10,10,3,4,1,4,2,6,17,9,7,11,8,6,18,16,10,13,13,18,20,10,7,10,4,1,10,15,11,15,8,4,4,1,1,5,1,2,2,0,0,0,1,0,0,0,0,2,1,0,6,0,0
Chloridium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorophyllum,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chordomyces,7,13,10,11,20,24,21,13,23,29,30,10,3,11,5,5,5,5,13,13,5,14,17,11,14,9,9,10,18,8,12,7,7,7,8,21,7,11,12,6,6,8,11,6,5,4,2,7,7,5,2,6,2,3,7,4,19,1,2,5,6,3,10,3,5,8,5,6,12,7,3,8,7,4,3,5,4,7,3,8,3,5,4,3,1,7,10,2,7,5,7,7,14,10,12,2,22,18,5,2,3,9,6,2,11,3,4,9,3,3,10,2,1,7,5,3,4,6,7
Chrysosporium,0,0,0,1,0,0,0,0,2,0,1,0,1,1,0,7,0,0,0,0,0,2,0,0,1,0,7,1,0,0,1,2,2,2,0,1,1,0,2,3,0,1,3,0,2,5,0,0,0,0,1,6,6,0,3,0,3,19,2,0,0,3,0,0,6,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,1
Chrysozyma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciboria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciliophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cirrenalia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Cistella,1,0,2,4,3,3,1,1,0,2,0,1,0,2,1,3,3,1,3,0,0,3,5,1,1,1,3,0,0,0,3,1,1,0,0,1,8,1,0,1,1,1,1,5,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,1,0,1,3,2,0,1,1,0,1,2,0,4,5,1,2,3,2,0,0,0,0,0,1,3,4,1,2,3,1,2,2,5,1,0,3,0,1
Cladophialophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladorrhinum,45,39,47,17,8,28,16,14,9,47,27,14,8,8,8,17,31,12,21,21,21,22,26,48,32,17,9,16,13,25,28,13,13,5,22,16,20,40,35,24,32,32,5,6,12,19,52,12,14,12,5,15,51,31,28,44,24,11,8,26,9,19,27,41,39,23,20,26,21,22,28,9,9,734,23,29,45,62,27,39,37,18,29,31,14,19,21,9,44,41,73,68,41,37,59,31,19,19,23,97,13,12,21,37,28,17,26,22,53,25,46,101,84,51,53,14,19,8,33
Cladosporium,9,0,3,0,7,1,0,4,1,14,5,9,0,2,0,3,0,2,0,3,0,0,1,0,0,0,4,11,1,2,1,0,1,1,0,0,0,1,2,2,0,0,1,0,0,1,1,1,0,1,0,2,1,1,1,0,5,0,0,1,1,0,0,0,0,0,2,0,3,0,2,2,0,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,4,0,1,0,2,1,0,9,1,1,0,0,1,3
Clarireedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claroideoglomus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clathrosphaerina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claviceps,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clitocybe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clitopilus,1,2,1,0,0,1,0,1,0,3,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clohesyomyces,39,51,43,24,52,44,43,44,28,21,56,20,18,24,31,33,37,23,25,40,34,41,39,26,71,49,42,36,25,19,34,54,30,30,46,54,5,8,18,12,29,26,21,13,29,19,44,34,36,16,18,34,19,20,21,11,36,27,24,21,26,35,29,44,27,18,31,23,24,31,22,28,23,11,19,17,26,22,45,31,26,37,28,48,38,41,23,48,23,54,23,28,19,14,28,12,32,28,31,27,29,23,32,19,24,31,33,24,40,17,20,15,16,25,15,34,33,33,28
Clonostachys,0,0,1,0,0,1,0,3,0,2,1,1,0,1,1,1,0,5,0,4,0,2,0,5,0,0,1,0,21,1,1,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,1,0,1,0,0,0,2,1,2,1,1,1,2,0,0,0,0,1,0,0,0,0,3,0,1,2,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,81,0,0,1,2,1,0
Codinaea,0,5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,1,1,0,0,2,0,9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,13,0
Collariella,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colletotrichum,24,20,48,7,48,24,23,41,17,40,36,141,33,29,12,49,15,25,33,39,11,29,56,14,72,19,18,14,46,48,30,75,18,5,24,11,49,52,24,20,10,20,28,4,36,25,53,30,19,33,6,16,179,12,37,9,13,13,15,17,18,5,11,9,25,111,8,60,9,13,14,17,61,18,15,41,22,9,152,13,9,25,11,34,22,13,21,15,5,13,22,14,32,12,15,32,35,36,48,12,16,7,18,4,26,5,10,3,4,2,13,26,12,19,42,8,10,638,18
Coniella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coniochaeta,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,3,0,0,0,9,0,1,0,2,1,0,0,7,6,1,0,0,1,1,1,2,0,0,0,6,3,4,1,1,9,2,0,1,3,1,3,0,0,4,0,0,2,5,1,1,1,0,0,0,1,2,1,7,0,0,0,0,3,3,0,0,0,0,4,5,1,2,0,0,4,2,3,0,1
Coniophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conlarium,3,1,2,1,1,4,1,1,5,1,4,3,6,1,5,4,2,2,0,3,4,1,4,2,1,6,10,6,2,6,7,7,4,11,5,10,2,6,3,5,5,4,6,1,1,6,2,8,5,3,2,2,3,4,1,3,8,9,11,9,4,8,3,0,5,9,2,1,3,5,1,5,8,6,6,4,5,3,4,4,4,5,0,1,2,3,2,4,1,3,2,0,0,2,0,0,1,2,2,3,4,4,0,9,3,5,3,4,3,3,2,2,1,4,3,2,3,4,2
Conocybe,0,1,0,0,1,0,27,20,0,6,0,9,0,0,6,2,0,0,1,4,0,2,16,3,25,1,0,19,1,7,2,29,19,53,16,1,20,2,44,26,5,9,5,9,3,24,12,4,11,2,0,19,5,35,3,546,1,3,5,8,2,3,0,9,3,0,1,2,2,3,9,1,20,344,2,2,20,172,90,69,449,2,44,0,0,4,13,48,29,17,12,6,9,14,1,1,2,1,24,1444,15,177,64,63,9,25,37,66,28,110,33,300,15,98,18,35,5,34,18
Constantinomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprinellus,0,1,0,0,3,1,0,1,1,2,1,1,1,1,0,2,2,0,2,2,2,2,3,4,1,0,0,3,0,0,4,2,0,5,1,2,0,1,0,0,1,3,2,2,1,0,0,0,0,1,2,2,2,0,0,0,1,0,2,0,0,0,1,0,2,0,4,0,0,1,1,1,0,0,0,2,0,0,0,2,0,1,2,0,0,2,2,1,4,2,1,1,1,1,1,2,5,2,0,2,0,1,0,0,5,0,0,0,0,2,0,0,0,0,1,2,0,0,2
Coprinopsis,0,10,3,3,7,6,5,8,3,0,13,10,3,1,5,0,5,1,6,5,2,11,8,2,4,7,11,4,1,1,20,7,13,6,2,4,4,1,0,1,0,2,1,2,0,2,1,3,0,5,1,1,4,0,5,1,4,2,5,0,1,0,0,8,2,1,4,4,1,1,4,0,0,5,0,4,1,3,2,0,1,4,1,0,0,3,6,1,0,0,4,1,1,2,3,3,8,1,2,0,1,1,1,1,1,3,0,3,2,1,4,0,182,3,3,4,1,1,7
Coprinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corticium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cortinarius,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepidotus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptocline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptosphaeria,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptostroma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuphophyllus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curvularia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cutaneotrichosporon,0,1,0,0,0,0,1,4,0,2,3,2,1,0,7,0,2,1,3,1,0,1,1,6,1,3,1,0,2,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,2,0,0,0,2,0,1,3,1,0,0,0,0,2,2,0,1,3,0,0,0,0,0,3,0,0,1,2,1,1,1,4,3,1,0,1,4,0,1,0,2,0,1,1,3,5,1,1,2,4,0,0,2,2,13,2,0,0,6,5,0,0,1,6,1,4,1,0,0,2,2,2
Cyphellophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cystobasidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cystofilobasidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Dactylaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactylella,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
